2025-09-18 22:46:59,473 - __main__ - INFO - 시작 시간: 2025-09-18 22:46:59.432252
2025-09-18 22:46:59,473 - resilient_runner - INFO - 컴포넌트 초기화 시작...
2025-09-18 22:46:59,485 - progress_tracker - INFO - Redis 연결 성공 (세션 ID: eff08546)
2025-09-18 22:46:59,498 - database - INFO - PostgreSQL 연결 성공
2025-09-18 22:46:59,498 - resilient_runner - INFO - 모든 컴포넌트 초기화 완료
2025-09-18 22:47:09,653 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/xml
2025-09-18 22:47:09,659 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/delay/1
2025-09-18 22:47:09,668 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/status/200
2025-09-18 22:47:09,674 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/json
2025-09-18 22:47:09,675 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/html
2025-09-18 22:47:09,705 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/xml
2025-09-18 22:47:09,706 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/delay/1
2025-09-18 22:47:09,769 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/status/200
2025-09-18 22:47:09,817 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/json
2025-09-18 22:47:09,829 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/html
2025-09-18 22:47:09,847 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/xml
2025-09-18 22:47:09,854 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/delay/1
2025-09-18 22:47:09,864 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/status/200
2025-09-18 22:47:09,865 - resilient_runner - INFO - 배치 완료: 50/50 성공
2025-09-18 22:47:09,866 - resilient_runner - INFO - 메모리 정리 시작...
2025-09-18 22:47:09,874 - resilient_runner - INFO - 가비지 컬렉션: 46개 객체 정리
2025-09-18 22:47:09,874 - resilient_runner - INFO - 메모리 사용량: 48.4MB (87.6%)
2025-09-18 22:47:10,887 - resilient_runner - INFO - 배치 크롤링 시작: 251-300/500
2025-09-18 22:47:10,983 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/albums/1
2025-09-18 22:47:10,986 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/1
2025-09-18 22:47:10,997 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/2
2025-09-18 22:47:11,020 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/2
2025-09-18 22:47:11,023 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/1
2025-09-18 22:47:11,025 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/2
2025-09-18 22:47:11,033 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/1
2025-09-18 22:47:11,055 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/albums/1
2025-09-18 22:47:11,059 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/1
2025-09-18 22:47:11,063 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/2
2025-09-18 22:47:11,068 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/2
2025-09-18 22:47:11,089 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/1
2025-09-18 22:47:11,091 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/albums/1
2025-09-18 22:47:11,092 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/1
2025-09-18 22:47:11,093 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/2
2025-09-18 22:47:11,096 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/2
2025-09-18 22:47:11,096 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/1
2025-09-18 22:47:11,102 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/2
2025-09-18 22:47:11,104 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/1
2025-09-18 22:47:11,105 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/1
2025-09-18 22:47:11,105 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/albums/1
2025-09-18 22:47:11,126 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/2
2025-09-18 22:47:11,159 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/1
2025-09-18 22:47:11,160 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/albums/1
2025-09-18 22:47:11,160 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/2
2025-09-18 22:47:11,638 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/html
2025-09-18 22:47:11,660 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/html
2025-09-18 22:47:11,664 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/json
2025-09-18 22:47:11,664 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/json
2025-09-18 22:47:11,672 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/delay/1
2025-09-18 22:47:11,672 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/status/200
2025-09-18 22:47:11,688 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/status/200
2025-09-18 22:47:11,698 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/delay/1
2025-09-18 22:47:11,707 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/xml
2025-09-18 22:47:11,731 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/xml
2025-09-18 22:47:11,824 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/json
2025-09-18 22:47:11,849 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/html
2025-09-18 22:47:11,856 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/xml
2025-09-18 22:47:11,857 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/delay/1
2025-09-18 22:47:11,867 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/status/200
2025-09-18 22:47:11,867 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/json
2025-09-18 22:47:11,887 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/html
2025-09-18 22:47:11,899 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/xml
2025-09-18 22:47:11,911 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/delay/1
2025-09-18 22:47:11,939 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/status/200
2025-09-18 22:47:12,009 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/json
2025-09-18 22:47:12,041 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/html
2025-09-18 22:47:12,047 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/xml
2025-09-18 22:47:12,048 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/delay/1
2025-09-18 22:47:12,061 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/status/200
2025-09-18 22:47:12,063 - resilient_runner - INFO - 배치 완료: 50/50 성공
2025-09-18 22:47:12,063 - resilient_runner - INFO - 메모리 정리 시작...
2025-09-18 22:47:12,069 - resilient_runner - INFO - 가비지 컬렉션: 46개 객체 정리
2025-09-18 22:47:12,069 - resilient_runner - INFO - 메모리 사용량: 48.5MB (87.5%)
2025-09-18 22:47:13,091 - resilient_runner - INFO - 배치 크롤링 시작: 301-350/500
2025-09-18 22:47:13,191 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/1
2025-09-18 22:47:13,193 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/2
2025-09-18 22:47:13,193 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/albums/1
2025-09-18 22:47:13,193 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/2
2025-09-18 22:47:13,194 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/1
2025-09-18 22:47:13,198 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/2
2025-09-18 22:47:13,228 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/1
2025-09-18 22:47:13,230 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/2
2025-09-18 22:47:13,230 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/albums/1
2025-09-18 22:47:13,231 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/1
2025-09-18 22:47:13,231 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/2
2025-09-18 22:47:13,232 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/1
2025-09-18 22:47:13,263 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/2
2025-09-18 22:47:13,263 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/2
2025-09-18 22:47:13,264 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/1
2025-09-18 22:47:13,264 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/albums/1
2025-09-18 22:47:13,264 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/2
2025-09-18 22:47:13,265 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/1
2025-09-18 22:47:13,295 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/2
2025-09-18 22:47:13,296 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/1
2025-09-18 22:47:13,300 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/albums/1
2025-09-18 22:47:13,300 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/2
2025-09-18 22:47:13,311 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/albums/1
2025-09-18 22:47:13,326 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/1
2025-09-18 22:47:13,331 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/1
2025-09-18 22:47:13,858 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/html
2025-09-18 22:47:13,860 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/html
2025-09-18 22:47:13,862 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/delay/1
2025-09-18 22:47:13,864 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/xml
2025-09-18 22:47:13,867 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/xml
2025-09-18 22:47:13,869 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/json
2025-09-18 22:47:13,869 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/json
2025-09-18 22:47:13,879 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/status/200
2025-09-18 22:47:13,915 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/delay/1
2025-09-18 22:47:13,941 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/status/200
2025-09-18 22:47:14,046 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/json
2025-09-18 22:47:14,048 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/html
2025-09-18 22:47:14,051 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/xml
2025-09-18 22:47:14,054 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/delay/1
2025-09-18 22:47:14,058 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/status/200
2025-09-18 22:47:14,059 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/json
2025-09-18 22:47:14,061 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/html
2025-09-18 22:47:14,073 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/xml
2025-09-18 22:47:14,119 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/delay/1
2025-09-18 22:47:14,151 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/status/200
2025-09-18 22:47:14,234 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/json
2025-09-18 22:47:14,235 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/html
2025-09-18 22:47:14,240 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/xml
2025-09-18 22:47:14,244 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/delay/1
2025-09-18 22:47:14,250 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/status/200
2025-09-18 22:47:14,251 - resilient_runner - INFO - 배치 완료: 50/50 성공
2025-09-18 22:47:14,251 - resilient_runner - INFO - 메모리 정리 시작...
2025-09-18 22:47:14,260 - resilient_runner - INFO - 가비지 컬렉션: 46개 객체 정리
2025-09-18 22:47:14,260 - resilient_runner - INFO - 메모리 사용량: 48.5MB (87.5%)
2025-09-18 22:47:15,276 - resilient_runner - INFO - 배치 크롤링 시작: 351-400/500
2025-09-18 22:47:15,369 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/2
2025-09-18 22:47:15,370 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/1
2025-09-18 22:47:15,378 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/1
2025-09-18 22:47:15,397 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/1
2025-09-18 22:47:15,403 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/2
2025-09-18 22:47:15,403 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/1
2025-09-18 22:47:15,405 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/2
2025-09-18 22:47:15,428 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/1
2025-09-18 22:47:15,437 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/1
2025-09-18 22:47:15,438 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/2
2025-09-18 22:47:15,441 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/2
2025-09-18 22:47:15,443 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/albums/1
2025-09-18 22:47:15,467 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/1
2025-09-18 22:47:15,468 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/2
2025-09-18 22:47:15,472 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/albums/1
2025-09-18 22:47:15,483 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/2
2025-09-18 22:47:15,484 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/1
2025-09-18 22:47:15,488 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/albums/1
2025-09-18 22:47:15,500 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/2
2025-09-18 22:47:15,503 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/1
2025-09-18 22:47:15,505 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/albums/1
2025-09-18 22:47:15,505 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/albums/1
2025-09-18 22:47:15,515 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/2
2025-09-18 22:47:15,517 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/2
2025-09-18 22:47:15,521 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/1
2025-09-18 22:47:16,038 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/html
2025-09-18 22:47:16,042 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/json
2025-09-18 22:47:16,044 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/status/200
2025-09-18 22:47:16,049 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/xml
2025-09-18 22:47:16,065 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/html
2025-09-18 22:47:16,077 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/delay/1
2025-09-18 22:47:16,093 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/status/200
2025-09-18 22:47:16,103 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/json
2025-09-18 22:47:16,104 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/delay/1
2025-09-18 22:47:16,118 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/xml
2025-09-18 22:47:16,226 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/json
2025-09-18 22:47:16,233 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/xml
2025-09-18 22:47:16,234 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/html
2025-09-18 22:47:16,241 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/delay/1
2025-09-18 22:47:16,262 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/status/200
2025-09-18 22:47:16,274 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/json
2025-09-18 22:47:16,295 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/html
2025-09-18 22:47:16,308 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/delay/1
2025-09-18 22:47:16,310 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/xml
2025-09-18 22:47:16,327 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/status/200
2025-09-18 22:47:16,416 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/json
2025-09-18 22:47:16,424 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/xml
2025-09-18 22:47:16,426 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/html
2025-09-18 22:47:16,433 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/delay/1
2025-09-18 22:47:16,460 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/status/200
2025-09-18 22:47:16,461 - resilient_runner - INFO - 배치 완료: 50/50 성공
2025-09-18 22:47:16,462 - resilient_runner - INFO - 메모리 정리 시작...
2025-09-18 22:47:16,469 - resilient_runner - INFO - 가비지 컬렉션: 46개 객체 정리
2025-09-18 22:47:16,469 - resilient_runner - INFO - 메모리 사용량: 48.5MB (87.5%)
2025-09-18 22:47:17,482 - resilient_runner - INFO - 배치 크롤링 시작: 401-450/500
2025-09-18 22:47:17,584 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/1
2025-09-18 22:47:17,586 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/2
2025-09-18 22:47:17,600 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/1
2025-09-18 22:47:17,600 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/albums/1
2025-09-18 22:47:17,611 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/2
2025-09-18 22:47:17,617 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/1
2025-09-18 22:47:17,618 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/2
2025-09-18 22:47:17,641 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/1
2025-09-18 22:47:17,653 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/albums/1
2025-09-18 22:47:17,653 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/1
2025-09-18 22:47:17,653 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/2
2025-09-18 22:47:17,654 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/2
2025-09-18 22:47:17,680 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/1
2025-09-18 22:47:17,686 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/1
2025-09-18 22:47:17,687 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/2
2025-09-18 22:47:17,691 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/1
2025-09-18 22:47:17,694 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/albums/1
2025-09-18 22:47:17,694 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/2
2025-09-18 22:47:17,708 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/2
2025-09-18 22:47:17,715 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/albums/1
2025-09-18 22:47:17,721 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/1
2025-09-18 22:47:17,721 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/albums/1
2025-09-18 22:47:17,724 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/2
2025-09-18 22:47:17,724 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/1
2025-09-18 22:47:17,758 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/2
2025-09-18 22:47:18,242 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/delay/1
2025-09-18 22:47:18,243 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/html
2025-09-18 22:47:18,244 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/json
2025-09-18 22:47:18,249 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/xml
2025-09-18 22:47:18,250 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/html
2025-09-18 22:47:18,252 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/xml
2025-09-18 22:47:18,258 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/status/200
2025-09-18 22:47:18,271 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/status/200
2025-09-18 22:47:18,275 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/json
2025-09-18 22:47:18,295 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/delay/1
2025-09-18 22:47:18,430 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/json
2025-09-18 22:47:18,431 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/xml
2025-09-18 22:47:18,432 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/html
2025-09-18 22:47:18,440 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/delay/1
2025-09-18 22:47:18,442 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/status/200
2025-09-18 22:47:18,445 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/json
2025-09-18 22:47:18,449 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/html
2025-09-18 22:47:18,467 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/xml
2025-09-18 22:47:18,471 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/delay/1
2025-09-18 22:47:18,497 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/status/200
2025-09-18 22:47:18,617 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/json
2025-09-18 22:47:18,619 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/html
2025-09-18 22:47:18,621 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/xml
2025-09-18 22:47:18,631 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/delay/1
2025-09-18 22:47:18,633 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/status/200
2025-09-18 22:47:18,635 - resilient_runner - INFO - 배치 완료: 50/50 성공
2025-09-18 22:47:18,636 - resilient_runner - INFO - 메모리 정리 시작...
2025-09-18 22:47:18,643 - resilient_runner - INFO - 가비지 컬렉션: 46개 객체 정리
2025-09-18 22:47:18,645 - resilient_runner - INFO - 메모리 사용량: 48.6MB (87.5%)
2025-09-18 22:47:19,656 - resilient_runner - INFO - 배치 크롤링 시작: 451-500/500
2025-09-18 22:47:19,747 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/2
2025-09-18 22:47:19,749 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/1
2025-09-18 22:47:19,750 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/2
2025-09-18 22:47:19,753 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/1
2025-09-18 22:47:19,768 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/1
2025-09-18 22:47:19,774 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/2
2025-09-18 22:47:19,777 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/albums/1
2025-09-18 22:47:19,783 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/1
2025-09-18 22:47:19,785 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/1
2025-09-18 22:47:19,785 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/2
2025-09-18 22:47:19,790 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/2
2025-09-18 22:47:19,808 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/albums/1
2025-09-18 22:47:19,814 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/1
2025-09-18 22:47:19,815 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/1
2025-09-18 22:47:19,822 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/1
2025-09-18 22:47:19,825 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/2
2025-09-18 22:47:19,826 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/2
